STORE,CALENDAR_DATE,PRICE,QUANTITY,SELL_ID,SELL_CATEGORY
1,4/12/12,15.5,82,1070,0
1,4/12/12,12.73,30,2051,2
1,4/12/12,12.75,24,2052,2
1,4/12/12,12.6,50,2053,2
1,4/13/12,15.5,90,1070,0
1,4/13/12,12.73,30,2051,2
1,4/13/12,12.75,18,2052,2
1,4/13/12,12.6,42,2053,2
1,4/14/12,15.5,64,1070,0
1,4/14/12,12.73,22,2051,2
1,4/14/12,12.75,18,2052,2
1,4/14/12,12.6,34,2053,2
1,4/15/12,15.5,58,1070,0
1,4/15/12,12.73,22,2051,2
1,4/15/12,12.75,20,2052,2
1,4/15/12,12.6,28,2053,2
1,4/16/12,15.5,82,1070,0
1,4/16/12,12.73,30,2051,2
1,4/16/12,12.75,20,2052,2
1,4/16/12,12.6,50,2053,2
1,4/17/12,15.5,82,1070,0
1,4/17/12,12.73,28,2051,2
1,4/17/12,12.75,20,2052,2
1,4/17/12,12.6,42,2053,2
1,4/18/12,15.5,90,1070,0
1,4/18/12,12.73,32,2051,2
1,4/18/12,12.75,18,2052,2
1,4/18/12,12.6,46,2053,2
1,4/19/12,15.5,88,1070,0
1,4/19/12,12.73,30,2051,2
1,4/19/12,12.75,24,2052,2
1,4/19/12,12.6,48,2053,2
1,4/20/12,15.5,86,1070,0
1,4/20/12,12.73,28,2051,2
1,4/20/12,12.75,22,2052,2
1,4/20/12,12.6,48,2053,2
1,4/21/12,15.5,56,1070,0
1,4/21/12,12.73,20,2051,2
1,4/21/12,12.75,14,2052,2
1,4/21/12,12.6,28,2053,2
1,4/22/12,15.5,64,1070,0
1,4/22/12,12.73,26,2051,2
1,4/22/12,12.75,12,2052,2
1,4/22/12,12.6,36,2053,2
1,4/23/12,15.5,90,1070,0
1,4/23/12,12.73,28,2051,2
1,4/23/12,12.75,18,2052,2
1,4/23/12,12.6,46,2053,2
1,4/24/12,15.5,82,1070,0
1,4/24/12,12.73,32,2051,2
1,4/24/12,12.75,24,2052,2
1,4/24/12,12.6,48,2053,2
1,4/25/12,15.5,88,1070,0
1,4/25/12,12.73,28,2051,2
1,4/25/12,12.75,16,2052,2
1,4/25/12,12.6,48,2053,2
1,4/26/12,15.5,82,1070,0
1,4/26/12,12.73,30,2051,2
1,4/26/12,12.75,22,2052,2
1,4/26/12,12.6,46,2053,2
1,4/27/12,15.5,88,1070,0
1,4/27/12,12.73,28,2051,2
1,4/27/12,12.75,24,2052,2
1,4/27/12,12.6,48,2053,2
1,4/28/12,15.5,62,1070,0
1,4/28/12,12.73,20,2051,2
1,4/28/12,12.75,12,2052,2
1,4/28/12,12.6,34,2053,2
1,4/29/12,15.5,58,1070,0
1,4/29/12,12.73,20,2051,2
1,4/29/12,12.75,12,2052,2
1,4/29/12,12.6,28,2053,2
1,4/30/12,15.5,64,1070,0
1,4/30/12,12.73,22,2051,2
1,4/30/12,12.75,16,2052,2
1,4/30/12,12.6,36,2053,2
1,5/1/12,15,64,1070,0
1,5/1/12,11.49,22,2051,2
1,5/1/12,11.36,22,2052,2
1,5/1/12,10.47,44,2053,2
1,5/2/12,15,62,1070,0
1,5/2/12,11.49,24,2051,2
1,5/2/12,11.36,20,2052,2
1,5/2/12,10.47,42,2053,2
1,5/3/12,15,86,1070,0
1,5/3/12,11.49,32,2051,2
1,5/3/12,11.36,26,2052,2
1,5/3/12,10.47,58,2053,2
1,5/4/12,15,94,1070,0
1,5/4/12,11.49,30,2051,2
1,5/4/12,11.36,26,2052,2
1,5/4/12,10.47,58,2053,2
1,5/5/12,15,62,1070,0
1,5/5/12,11.49,20,2051,2
1,5/5/12,11.36,16,2052,2
1,5/5/12,10.47,40,2053,2
1,5/6/12,15,66,1070,0
1,5/6/12,11.49,24,2051,2
1,5/6/12,11.36,20,2052,2
1,5/6/12,10.47,42,2053,2
1,5/7/12,15,90,1070,0
1,5/7/12,11.49,34,2051,2
1,5/7/12,11.36,26,2052,2
1,5/7/12,10.47,60,2053,2
1,5/8/12,15,88,1070,0
1,5/8/12,11.49,36,2051,2
1,5/8/12,11.36,20,2052,2
1,5/8/12,10.47,60,2053,2
1,5/9/12,15,94,1070,0
1,5/9/12,11.49,32,2051,2
1,5/9/12,11.36,24,2052,2
1,5/9/12,10.47,62,2053,2
1,5/10/12,15,88,1070,0
1,5/10/12,11.49,36,2051,2
1,5/10/12,11.36,22,2052,2
1,5/10/12,10.47,58,2053,2
1,5/11/12,15,94,1070,0
1,5/11/12,11.49,36,2051,2
1,5/11/12,11.36,24,2052,2
1,5/11/12,10.47,62,2053,2
1,5/12/12,15,60,1070,0
1,5/12/12,11.49,26,2051,2
1,5/12/12,11.36,22,2052,2
1,5/12/12,10.47,42,2053,2
1,5/13/12,15,58,1070,0
1,5/13/12,11.49,28,2051,2
1,5/13/12,11.36,14,2052,2
1,5/13/12,10.47,40,2053,2
1,5/14/12,15,94,1070,0
1,5/14/12,11.49,36,2051,2
1,5/14/12,11.36,22,2052,2
1,5/14/12,10.47,60,2053,2
1,5/15/12,15,86,1070,0
1,5/15/12,11.49,32,2051,2
1,5/15/12,11.36,20,2052,2
1,5/15/12,10.47,56,2053,2
1,5/16/12,15,88,1070,0
1,5/16/12,11.49,32,2051,2
1,5/16/12,11.36,24,2052,2
1,5/16/12,10.47,58,2053,2
1,5/17/12,15,90,1070,0
1,5/17/12,11.49,32,2051,2
1,5/17/12,11.36,20,2052,2
1,5/17/12,10.47,64,2053,2
1,5/18/12,15,92,1070,0
1,5/18/12,11.49,38,2051,2
1,5/18/12,11.36,22,2052,2
1,5/18/12,10.47,62,2053,2
1,5/19/12,15,58,1070,0
1,5/19/12,11.49,24,2051,2
1,5/19/12,11.36,14,2052,2
1,5/19/12,10.47,38,2053,2
1,5/20/12,15,62,1070,0
1,5/20/12,11.49,26,2051,2
1,5/20/12,11.36,18,2052,2
1,5/20/12,10.47,38,2053,2
1,5/21/12,15,92,1070,0
1,5/21/12,11.49,38,2051,2
1,5/21/12,11.36,26,2052,2
1,5/21/12,10.47,64,2053,2
1,5/22/12,15,90,1070,0
1,5/22/12,11.49,30,2051,2
1,5/22/12,11.36,24,2052,2
1,5/22/12,10.47,58,2053,2
1,5/23/12,15,90,1070,0
1,5/23/12,11.49,38,2051,2
1,5/23/12,11.36,24,2052,2
1,5/23/12,10.47,64,2053,2
1,5/24/12,15,90,1070,0
1,5/24/12,11.49,32,2051,2
1,5/24/12,11.36,28,2052,2
1,5/24/12,10.47,56,2053,2
1,5/25/12,15,88,1070,0
1,5/25/12,11.49,36,2051,2
1,5/25/12,11.36,24,2052,2
1,5/25/12,10.47,56,2053,2
1,5/26/12,15,60,1070,0
1,5/26/12,11.49,26,2051,2
1,5/26/12,11.36,14,2052,2
1,5/26/12,10.47,40,2053,2
1,5/27/12,15,60,1070,0
1,5/27/12,11.49,24,2051,2
1,5/27/12,11.36,22,2052,2
1,5/27/12,10.47,42,2053,2
1,5/28/12,15,86,1070,0
1,5/28/12,11.49,34,2051,2
1,5/28/12,11.36,26,2052,2
1,5/28/12,10.47,60,2053,2
1,5/29/12,15,90,1070,0
1,5/29/12,11.49,38,2051,2
1,5/29/12,11.36,26,2052,2
1,5/29/12,10.47,60,2053,2
1,5/30/12,15,90,1070,0
1,5/30/12,11.49,38,2051,2
1,5/30/12,11.36,24,2052,2
1,5/30/12,10.47,60,2053,2
1,5/31/12,15,88,1070,0
1,5/31/12,11.49,30,2051,2
1,5/31/12,11.36,26,2052,2
1,5/31/12,10.47,64,2053,2
1,6/1/12,15,86,1070,0
1,6/1/12,11.49,34,2051,2
1,6/1/12,11.36,28,2052,2
1,6/1/12,10.47,60,2053,2
1,6/2/12,15,60,1070,0
1,6/2/12,11.49,22,2051,2
1,6/2/12,11.36,16,2052,2
1,6/2/12,10.47,46,2053,2
1,6/3/12,15,66,1070,0
1,6/3/12,11.49,22,2051,2
1,6/3/12,11.36,20,2052,2
1,6/3/12,10.47,42,2053,2
1,6/4/12,15,58,1070,0
1,6/4/12,11.49,28,2051,2
1,6/4/12,11.36,16,2052,2
1,6/4/12,10.47,42,2053,2
1,6/5/12,15,62,1070,0
1,6/5/12,11.49,24,2051,2
1,6/5/12,11.36,14,2052,2
1,6/5/12,10.47,40,2053,2
1,6/6/12,15,62,1070,0
1,6/6/12,11.49,28,2051,2
1,6/6/12,11.36,20,2052,2
1,6/6/12,10.47,38,2053,2
1,6/7/12,15,92,1070,0
1,6/7/12,11.49,36,2051,2
1,6/7/12,11.36,22,2052,2
1,6/7/12,10.47,62,2053,2
1,6/8/12,15,92,1070,0
1,6/8/12,11.49,34,2051,2
1,6/8/12,11.36,22,2052,2
1,6/8/12,10.47,56,2053,2
1,6/9/12,15,64,1070,0
1,6/9/12,11.49,24,2051,2
1,6/9/12,11.36,16,2052,2
1,6/9/12,10.47,46,2053,2
1,6/10/12,15,62,1070,0
1,6/10/12,11.49,24,2051,2
1,6/10/12,11.36,14,2052,2
1,6/10/12,10.47,38,2053,2
1,6/11/12,15,92,1070,0
1,6/11/12,11.49,34,2051,2
1,6/11/12,11.36,20,2052,2
1,6/11/12,10.47,58,2053,2
1,6/12/12,15,90,1070,0
1,6/12/12,11.49,36,2051,2
1,6/12/12,11.36,20,2052,2
1,6/12/12,10.47,64,2053,2
1,6/13/12,15,88,1070,0
1,6/13/12,11.49,36,2051,2
1,6/13/12,11.36,20,2052,2
1,6/13/12,10.47,64,2053,2
1,6/14/12,15,88,1070,0
1,6/14/12,11.49,30,2051,2
1,6/14/12,11.36,20,2052,2
1,6/14/12,10.47,64,2053,2
1,6/15/12,15,94,1070,0
1,6/15/12,11.49,32,2051,2
1,6/15/12,11.36,20,2052,2
1,6/15/12,10.47,60,2053,2
1,6/16/12,15,64,1070,0
1,6/16/12,11.49,26,2051,2
1,6/16/12,11.36,14,2052,2
1,6/16/12,10.47,44,2053,2
1,6/17/12,15,60,1070,0
1,6/17/12,11.49,24,2051,2
1,6/17/12,11.36,18,2052,2
1,6/17/12,10.47,46,2053,2
1,6/18/12,15,92,1070,0
1,6/18/12,11.49,36,2051,2
1,6/18/12,11.36,26,2052,2
1,6/18/12,10.47,64,2053,2
1,6/19/12,15,86,1070,0
1,6/19/12,11.49,36,2051,2
1,6/19/12,11.36,26,2052,2
1,6/19/12,10.47,64,2053,2
1,6/20/12,15,94,1070,0
1,6/20/12,11.49,38,2051,2
1,6/20/12,11.36,28,2052,2
1,6/20/12,10.47,58,2053,2
1,6/21/12,15,92,1070,0
1,6/21/12,11.49,30,2051,2
1,6/21/12,11.36,20,2052,2
1,6/21/12,10.47,62,2053,2
1,6/22/12,15,92,1070,0
1,6/22/12,11.49,34,2051,2
1,6/22/12,11.36,26,2052,2
1,6/22/12,10.47,64,2053,2
1,6/23/12,15,64,1070,0
1,6/23/12,11.49,22,2051,2
1,6/23/12,11.36,14,2052,2
1,6/23/12,10.47,38,2053,2
1,6/24/12,15,62,1070,0
1,6/24/12,11.49,20,2051,2
1,6/24/12,11.36,16,2052,2
1,6/24/12,10.47,38,2053,2
1,6/25/12,15,92,1070,0
1,6/25/12,11.49,32,2051,2
1,6/25/12,11.36,24,2052,2
1,6/25/12,10.47,62,2053,2
1,6/26/12,15,88,1070,0
1,6/26/12,11.49,34,2051,2
1,6/26/12,11.36,22,2052,2
1,6/26/12,10.47,56,2053,2
1,6/27/12,15,94,1070,0
1,6/27/12,11.49,36,2051,2
1,6/27/12,11.36,26,2052,2
1,6/27/12,10.47,56,2053,2
1,6/28/12,15,94,1070,0
1,6/28/12,11.49,36,2051,2
1,6/28/12,11.36,26,2052,2
1,6/28/12,10.47,56,2053,2
1,6/29/12,15,94,1070,0
1,6/29/12,11.49,30,2051,2
1,6/29/12,11.36,20,2052,2
1,6/29/12,10.47,60,2053,2
1,6/30/12,15,64,1070,0
1,6/30/12,11.49,24,2051,2
1,6/30/12,11.36,20,2052,2
1,6/30/12,10.47,46,2053,2
1,7/1/12,15,62,1070,0
1,7/1/12,11.49,24,2051,2
1,7/1/12,11.36,20,2052,2
1,7/1/12,10.47,38,2053,2
1,7/2/12,15,90,1070,0
1,7/2/12,11.49,38,2051,2
1,7/2/12,11.36,22,2052,2
1,7/2/12,10.47,60,2053,2
1,7/3/12,15,90,1070,0
1,7/3/12,11.49,36,2051,2
1,7/3/12,11.36,28,2052,2
1,7/3/12,10.47,62,2053,2
1,7/4/12,15,92,1070,0
1,7/4/12,11.49,30,2051,2
